Postal Code|Place Name|Province|Latitude|Longitude,,
S4L|Regina East|Saskatchewan|50.4395|-104.5758,,
S4N|Regina Northeast and East Central|Saskatchewan|50.4399|-104.574,,
S4P|Regina Central|Saskatchewan|50.4423|-104.6116,,
S4R|Regina North Central|Saskatchewan|50.4707|-104.6116,,
S4S|Regina South Saskatchewan Provincial Government|Saskatchewan|50.4253|-104.6347,,
S4T|Regina West|Saskatchewan|50.4552|-104.6376,,
S4V|Regina Southeast|Saskatchewan|50.4364|-104.5438,,
S4W|Regina Southwest|Saskatchewan|50.4896|-104.6694,,
S4X|Regina Northwest|Saskatchewan|50.4722|-104.6828,,
S4Y|Regina Outer Northwest|Saskatchewan|50.478|-104.6987,,
S4Z|Regina Northeast|Saskatchewan|50.4529|-104.5345,,
S6H|Moose Jaw Southeast|Saskatchewan|50.4019|-105.5325,,
S6J|Moose Jaw Northeast|Saskatchewan|50.4241|-105.5467,,
S6K|Moose Jaw West|Saskatchewan|50.3768|-105.5819,,
S6V|Prince Albert Central|Saskatchewan|53.2027|-105.7503,,
S6W|Prince Albert Southwest|Saskatchewan|53.1744|-105.7636,,
S6X|Prince Albert East|Saskatchewan|53.1922|-105.7055,,
S7H|Saskatoon East Central|Saskatchewan|52.1131|-106.622,,
S7J|Saskatoon South Central|Saskatchewan|52.1068|-106.6552,,
S7K|Saskatoon North Central|Saskatchewan|52.1542|-106.6415,,
S7L|Saskatoon West|Saskatchewan|52.1449|-106.6704,,
S7M|Saskatoon Southwest|Saskatchewan|52.1261|-106.6985,,
S7N|Saskatoon Northeast Central|Saskatchewan|52.1193|-106.6594,,
S7P|Saskatoon North|Saskatchewan|52.1695|-106.5869,,
S7R|Saskatoon Northwest|Saskatchewan|52.2022|-106.6765,,
S7S|Saskatoon Northeast|Saskatchewan|52.1584|-106.5955,,
S7T|Saskatoon South|Saskatchewan|52.0554|-106.7036,,
S7V|Saskatoon Southeast|Saskatchewan|52.1103|-106.5698,,
S9A|North Battleford|Saskatchewan|52.779|-108.2983,,
S9H|Swift Current|Saskatchewan|50.2875|-107.8113,,
S9V|Lloydminster|Saskatchewan|53.2719|-110.0044,,
S9X|Meadow Lake|Saskatchewan|54.132|-108.4314,,
Y0A|Southeastern Yukon (Watson Lake)|Yukon|60.1734|-129.0159,,
Y0B|Central Yukon (Dawson City)|Yukon|64.062|-139.4351,,
Y1A|Whitehorse|Yukon|60.7227|-135.0534,,
